assay,gene,n_variants,raw_prot_frac,raw_dna_frac,raw_shared_frac,mass_pp,mass_dp,mass_sh,pfm_prot_frac,pfm_dna_frac,pfm_shared_frac,afn_prot_frac,afn_dna_frac,afn_shared_frac,n_active_pp,n_active_dp,n_active_sh
NCAP_I34A1_Doud_2015,NCAP,2910,0.6657698750495911,0.32599785923957825,0.00823226198554039,287650.125,140849.453125,3556.80126953125,0.865439683770259,0.11234405497412554,0.022216261233441614,0.8475799039799403,0.1273224216383203,0.02509767436028838,728,2373,304
NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31,353,0.5514544248580933,0.4309321343898773,0.017613399773836136,27796.427734375,21721.419921875,887.8151245117188,0.7852519188208016,0.16267878635458347,0.05206929461641176,0.7089807823426469,0.20887916282600769,0.08214005468238944,584,1549,161
NPC1_HUMAN_Erwood_2022_HEK293T,NPC1,631,0.5244934558868408,0.45155832171440125,0.023948252201080322,38714.68359375,33331.08984375,1767.7037353515625,0.7558380442964405,0.17251435542772048,0.07164760013195243,0.7368178160618195,0.18259561722459897,0.08058656659596368,618,2147,258
NPC1_HUMAN_Erwood_2022_RPE1,NPC1,63,0.6173572540283203,0.3628780245780945,0.019764747470617294,4937.5078125,2902.23046875,158.0747528076172,0.8181340421760583,0.1274885721569886,0.05437738444576042,0.6387794589162513,0.23726497633643734,0.12395556436307383,297,470,49
NRAM_I33A0_Jiang_2016,NRAM,293,0.6742061376571655,0.3145692050457001,0.011224606074392796,27115.74609375,12651.5888671875,451.43994140625,0.863366400063926,0.10679264591116001,0.02984095379025284,0.7096689937836105,0.2185516178662662,0.07177938820225259,565,856,93
NUD15_HUMAN_Suiter_2020,NUD15,870,0.5660631060600281,0.4109726548194885,0.022964300587773323,71763.4296875,52101.625,2911.3310546875,0.7832719361650265,0.15075903226899418,0.06596903148553843,0.7565637732971237,0.16897234677006523,0.0744638798583812,706,2295,291
NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA,451,0.658939003944397,0.3214586079120636,0.019602395594120026,41052.87109375,20027.34375,1221.258056640625,0.8395668665073978,0.10858199064122859,0.05185114270065066,0.7690304756803926,0.15415821741908936,0.07681130677913012,648,1577,193
NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG,358,0.5988450646400452,0.39007657766342163,0.011078350245952606,29742.666015625,19373.8203125,550.2252197265625,0.8257008096159015,0.1425872770312321,0.03171191314826415,0.7039749583092924,0.22872025313412123,0.06730478841102308,615,1233,119
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN,413,0.6834704875946045,0.297607958316803,0.01892152428627014,42953.33203125,18703.447265625,1189.140625,0.8525787405867474,0.09841968970010424,0.049001569566861546,0.7674139911017392,0.14990790645502955,0.08267810232781547,646,1440,166
ODP2_GEOSE_Tsuboyama_2023_1W4G,ODP2,217,0.620316207408905,0.3656289577484131,0.014054768718779087,18213.5,10735.46484375,412.6710205078125,0.8310486934692903,0.12986036133999668,0.039090944854433346,0.7061230526105475,0.21330051536630357,0.08057643180836745,554,1081,110
OPSD_HUMAN_Wan_2019,OPSD,162,0.5757445096969604,0.38582855463027954,0.038426969200372696,11734.7216796875,7863.88818359375,783.2115478515625,0.7597505925308996,0.13497653510151564,0.1052728718904229,0.6602323970461171,0.19379914928607425,0.14596845339943326,477,1089,144
OTC_HUMAN_Lo_2023,OTC,1570,0.5626041293144226,0.41666001081466675,0.020735811442136765,122818.2265625,90958.171875,4526.69189453125,0.7856362890193234,0.15424927395947197,0.0601144369740606,0.7732075171687216,0.16517756940588743,0.061614913380881514,707,2451,327
OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A,218,0.6542479395866394,0.3372771143913269,0.008474934846162796,23380.400390625,12053.0361328125,302.8628234863281,0.8594308547180242,0.11745679537294526,0.023112349638119752,0.6587319574557849,0.2674506484792019,0.07381739391146208,545,692,63
OXDA_RHOTO_Vanella_2023_activity,OXDA,2201,0.6133106350898743,0.36944741010665894,0.017241887748241425,177230.90625,106760.7421875,4982.45947265625,0.8209775715451976,0.13110706966980662,0.04791535875085624,0.8112116822052097,0.1390494435622118,0.049738874198936606,735,2583,337
OXDA_RHOTO_Vanella_2023_expression,OXDA,2305,0.6120787858963013,0.37073785066604614,0.01718336157500744,184751.546875,111904.53125,5186.67333984375,0.8204392103064364,0.13174334586026118,0.04781744380057405,0.8118820554218343,0.13877868208574473,0.0493392624600776,736,2608,340
P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53,2320,0.535376787185669,0.41336193680763245,0.05126124992966652,168736.265625,130280.484375,16156.1572265625,0.7125213113058715,0.14584497880557465,0.14163370985743262,0.7093260090198951,0.14718558851227223,0.14348840243710315,731,2720,346
P53_HUMAN_Giacomelli_2018_Null_Nutlin,P53,2320,0.535376787185669,0.41336193680763245,0.05126124992966652,168736.265625,130280.484375,16156.1572265625,0.7125213113058715,0.14584497880557465,0.14163370985743262,0.7093260090198951,0.14718558851227223,0.14348840243710315,731,2720,346
P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53,2320,0.535376787185669,0.41336193680763245,0.05126124992966652,168736.265625,130280.484375,16156.1572265625,0.7125213113058715,0.14584497880557465,0.14163370985743262,0.7093260090198951,0.14718558851227223,0.14348840243710315,731,2720,346
P53_HUMAN_Kotler_2018,P53,973,0.5252583622932434,0.4171845018863678,0.057557106018066406,67607.1640625,53696.73828125,7408.30224609375,0.6953849338446557,0.146420928380726,0.1581941376988129,0.6726954362932404,0.15874568346512244,0.1685588801749717,670,2255,293
P84126_THETH_Chan_2017,P84126,461,0.5173770785331726,0.4635864198207855,0.01903643272817135,36730.88671875,32912.05078125,1351.4805908203125,0.7610744843101219,0.1807895757837254,0.05813593975344435,0.6980535671254882,0.22475628718984775,0.07719014557785865,562,1564,187
PABP_YEAST_Melamed_2013,PABP,458,0.6063386797904968,0.3710944652557373,0.02256685495376587,37576.86328125,22997.98046875,1398.54443359375,0.8067640234427975,0.1308996216526633,0.06233635474630751,0.7249722778393421,0.18743530287891352,0.0875924191546033,659,1560,203
PAI1_HUMAN_Huttinger_2021,PAI1,2234,0.6276047825813293,0.34933722019195557,0.023058107122778893,201687.03125,112262.984375,7409.95166015625,0.8171014079721597,0.12057499723336589,0.062323594764616165,0.8075832308516879,0.13000643164787676,0.0624103374711249,732,2531,348
PA_I34A1_Wu_2015,PA,1584,0.5837787389755249,0.40973079204559326,0.0064904410392045975,157041.03125,110220.7734375,1745.9791259765625,0.8270271693592463,0.1538837583985479,0.019089072203393075,0.8118137637426059,0.16589110062395693,0.022295135597044106,704,2418,285
PHOT_CHLRE_Chen_2023,PHOT,738,0.6233921647071838,0.36437198519706726,0.01223584171384573,65885.5859375,38510.046875,1293.1917724609375,0.8363275504003875,0.1295933540726958,0.03407909543336471,0.7750567612531041,0.17699609809093245,0.04794714057291188,706,1807,224
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1,238,0.6477792263031006,0.32678547501564026,0.025435248389840126,22071.333984375,11134.3359375,866.6376342773438,0.8228718254275368,0.1100501458339298,0.06707802846376226,0.6818512277584393,0.18779451967290853,0.13035425238514722,594,1088,122
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2,303,0.6123821139335632,0.36987167596817017,0.017746247351169586,26682.70703125,16116.044921875,773.2392578125,0.8194812186569179,0.13121705248426527,0.04930172863246886,0.6699828947973575,0.23182579466535513,0.09819131038236323,617,1077,122
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1,430,0.6249346137046814,0.356518030166626,0.018547423183918,36366.89453125,20746.896484375,1079.3323974609375,0.8245000083162025,0.12469822721154329,0.05080176430516371,0.7588435608538808,0.1650355953521395,0.07612084366773837,605,1587,179
POLG_CXB3N_Mattenberger_2021,POLG,4517,0.6415336728096008,0.34974706172943115,0.008719360455870628,359524.5625,196003.21875,4886.453125,0.8526993060954857,0.12324043949332794,0.02406025439370649,0.8425432093293567,0.13309781234187776,0.024358978311517447,736,2540,346
POLG_DEN26_Suphatrakul_2023,POLG,5609,0.7188854813575745,0.2709668278694153,0.010147631168365479,528874.8125,199346.8125,7465.48193359375,0.8855581682134134,0.08849040782414164,0.025951423950104555,0.8822328579044534,0.09161853468833323,0.026148607394919327,737,2675,351
POLG_HCVJF_Qi_2014,POLG,509,0.02272718958556652,0.9667041897773743,0.010568580590188503,772.06982421875,32840.09765625,359.0273132324219,0.07551838724224817,0.851575699232145,0.07290591280472568,0.4119106559934198,0.4900888728169941,0.09800047095483959,44,1573,86
POLG_PESV_Tsuboyama_2023_2MXD,POLG,341,0.6383625864982605,0.3541726768016815,0.0074647413566708565,33519.90234375,18597.3203125,391.967529296875,0.8537069224733516,0.125568041771099,0.020725035567845346,0.7032220771441254,0.25023312220635363,0.046544800527211945,583,909,103
PPARG_HUMAN_Majithia_2016,PPARG,3016,0.526862621307373,0.4482928216457367,0.024844566360116005,224380.515625,190919.171875,10580.81640625,0.7555889924508684,0.1704404666485732,0.0739705408757404,0.7532004395594457,0.17250756298811432,0.07429199742793532,730,2712,349
PPM1D_HUMAN_Miller_2022,PPM1D,2442,0.5827746987342834,0.39403486251831055,0.02319040708243847,207153.46875,140063.890625,8243.27734375,0.7924798898066678,0.14205120368216176,0.06546890648297597,0.7886209480443275,0.1447043795208124,0.06667467240695527,733,2701,345
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A,388,0.6470057964324951,0.3338196873664856,0.0191744863986969,36833.95703125,19004.3125,1091.60107421875,0.8345109259825829,0.11414542386031684,0.05134364999012537,0.7430617904410625,0.17344687976534537,0.0834913296689214,618,1366,163
PRKN_HUMAN_Clausen_2023,PRKN,2712,0.5800860524177551,0.3966519236564636,0.023261990398168564,222640.75,152237.546875,8928.1005859375,0.790809166835138,0.14335455855891863,0.06583627457976544,0.7862400209800117,0.14716865348189928,0.06659132551213313,735,2685,348
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE,428,0.6341676115989685,0.350750595331192,0.015081808902323246,37055.2109375,20494.798828125,881.2490844726562,0.8361197453694765,0.12259860864881118,0.041281645815414485,0.7548076542909345,0.17383481989604177,0.07135752568265692,640,1537,161
PTEN_HUMAN_Matreyek_2021,PTEN,1661,0.5391454696655273,0.4303186237812042,0.030535906553268433,133867.71875,106846.4375,7581.94677734375,0.7523443571577066,0.15919284478823573,0.08846279801263766,0.7329487602037695,0.17361525549413462,0.09343598426327672,709,2389,315
PTEN_HUMAN_Mighell_2018,PTEN,2295,0.5395506024360657,0.4301939606666565,0.03025541827082634,182603.96875,145593.625,10239.5576171875,0.7531306278784136,0.15919343302716749,0.08767593906402209,0.739305395823057,0.1698135231303196,0.09088108101706796,730,2534,333
Q2N0S5_9HIV1_Haddox_2018,Q2N0S5,3890,0.6396700739860535,0.333829402923584,0.02650057151913643,348052.15625,181640.578125,14419.279296875,0.8167520750767447,0.11300079146907703,0.07024713343688346,0.8118628875125125,0.1156101325912905,0.07252697987914568,731,2679,339
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42,1057,0.6151309609413147,0.36071062088012695,0.02415836974978447,80886.4375,47431.51953125,3176.696533203125,0.8084123943449573,0.12567444768914157,0.06591315789224235,0.7822306278750351,0.14671408148338233,0.07105529057582177,680,2126,294
Q53Z42_HUMAN_McShan_2019_expression,Q53Z42,1057,0.6151309609413147,0.36071062088012695,0.02415836974978447,80886.4375,47431.51953125,3176.696533203125,0.8084123943449573,0.12567444768914157,0.06591315789224235,0.7822306278750351,0.14671408148338233,0.07105529057582177,680,2126,294
Q59976_STRSQ_Romero_2015,Q59976,2801,0.5184499621391296,0.46432802081108093,0.01722198724746704,215886.4375,193349.65625,7171.36376953125,0.7654648504874951,0.18174647211136782,0.0527886773750053,0.7626194744261754,0.18439201434571648,0.0529885112023207,730,2704,349
Q6WV12_9MAXI_Somermeyer_2022,Q6WV12,951,0.6438084244728088,0.349088191986084,0.007103312760591507,92860.65625,50351.24609375,1024.5567626953125,0.8571525465894575,0.12321378139131683,0.01963367195119669,0.8090745813370515,0.16236811957324093,0.028557299029502155,691,1867,216
Q837P4_ENTFA_Meier_2023,Q837P4,207,0.5066953301429749,0.47570621967315674,0.017598427832126617,14589.349609375,13697.076171875,506.7139892578125,0.7570027086116587,0.1884135206571003,0.05458377034883133,0.6618760668625551,0.24576811328497947,0.09235581964468424,458,1158,114
Q837P5_ENTFA_Meier_2023,Q837P5,230,0.4631679952144623,0.5155232548713684,0.02130877412855625,15649.1298828125,17418.064453125,719.962890625,0.7191206564226852,0.2121945151557312,0.06868482808291168,0.6424212628879066,0.2482230059915701,0.1093557309382543,444,1279,120
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7,1032,0.6502276062965393,0.3410954773426056,0.008676998317241669,100408.7421875,52672.27734375,1339.9100341796875,0.8570640166809027,0.11919183969706518,0.023744143559123448,0.8099485022033478,0.15680965461370247,0.03324184312712945,692,1875,225
R1AB_SARS2_Flynn_2022,R1AB,1989,0.696121096611023,0.296332985162735,0.007545824628323317,185798.53125,79092.890625,2014.0218505859375,0.8807792188383653,0.09939966547355261,0.019821115653144712,0.8507079109466443,0.12598390975392926,0.023308179265864863,733,2107,290
RAD_ANTMA_Tsuboyama_2023_2CJJ,RAD,250,0.6549316048622131,0.3291502296924591,0.015918124467134476,21416.005859375,10763.0830078125,520.5164184570312,0.844812662549808,0.11255928334612382,0.04262805381333822,0.7338674154843604,0.18194354389921352,0.08418904041424922,590,1196,125
RAF1_HUMAN_Zinkus-Boltz_2019,RAF1,198,0.5154727697372437,0.4630034267902374,0.021523719653487206,13830.3828125,12422.6044921875,577.4917602539062,0.7548256505436064,0.17974126721689632,0.06543308183726211,0.6689558095588313,0.22598851774028636,0.10505567249531597,425,1130,113
RASH_HUMAN_Bandaru_2017,RASH,973,0.5822592377662659,0.36968865990638733,0.048052046447992325,84224.1875,53475.71484375,6950.7607421875,0.7464619031036283,0.12564641693979378,0.1278916798912592,0.7148730341562259,0.1460938395704582,0.13903312621610842,674,2094,286
RASK_HUMAN_Weng_2022_abundance,RASK,921,0.5592436790466309,0.385416716337204,0.05533962324261665,79133.875,54537.078125,7830.64501953125,0.7203881121814705,0.1316190231721307,0.14799286457930674,0.686126731864348,0.15277412496123247,0.16109914311702098,662,2049,279
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK,935,0.557694137096405,0.38700807094573975,0.05529776215553284,80063.390625,55559.4453125,7938.6279296875,0.7195177871129482,0.13236956739373232,0.14811264542708638,0.6861695222031717,0.15363071646973628,0.16019976127018495,664,2058,282
RBP1_HUMAN_Tsuboyama_2023_2KWH,RBP1,335,0.6230533123016357,0.36851614713668823,0.008430511690676212,29259.236328125,17305.904296875,395.9056396484375,0.8439574140259878,0.1323349432937683,0.023707642467662635,0.6809915197527361,0.26542141117347173,0.05358706893437854,599,909,103
RCD1_ARATH_Tsuboyama_2023_5OAO,RCD1,314,0.6019710898399353,0.3907330632209778,0.007295902352780104,24483.71875,15892.1220703125,296.7431945800781,0.8352540128255398,0.14372945308597465,0.021016533837060435,0.7303053016581111,0.21837494759353868,0.05131975057713624,574,1246,99
RCRO_LAMBD_Tsuboyama_2023_1ORC,RCRO,414,0.6270444393157959,0.35677605867385864,0.016179513186216354,31757.119140625,18069.181640625,819.4231567382812,0.8302825033562439,0.12524083755778861,0.04447665889328047,0.7583776497922037,0.1684099911251522,0.07321235892718189,651,1668,174
RD23A_HUMAN_Tsuboyama_2023_1IFY,RD23A,275,0.6601808667182922,0.325387179851532,0.014431876130402088,26018.9609375,12824.1162109375,568.7871704101562,0.8503047940371026,0.11110530998258089,0.03858989573946345,0.7260335271305759,0.18772162946758603,0.08624484324111092,576,1098,106
RDRP_I33A0_Li_2023,RDRP,2868,0.6424444913864136,0.34864071011543274,0.008914835751056671,222225.609375,120597.0234375,3083.697998046875,0.8527500466278527,0.1226837173421402,0.02456623600172614,0.8233715755923207,0.14846871068029086,0.028159713700266955,732,2203,297
REV_HV1H2_Fernandes_2016,REV,645,0.5848129391670227,0.4037869870662689,0.011400050483644009,50562.09765625,34910.8515625,985.6322631835938,0.8173175323496652,0.14960595005036467,0.033076517480836856,0.7151850138682279,0.22707163711971734,0.05774334892944977,584,1270,141
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH,333,0.6340335607528687,0.3575410842895508,0.008425365202128887,29510.708984375,16641.533203125,392.1535339355469,0.8495555589836868,0.12700714990374753,0.0234372909003977,0.6926773963878918,0.2571007150391345,0.05022188842697756,622,945,114
RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20,372,0.5487821102142334,0.43785402178764343,0.01336384192109108,27099.12890625,21621.4453125,659.9130249023438,0.792345273928865,0.16759712119428555,0.04005760466135964,0.7084361553458497,0.21938574461637475,0.07217809988902556,569,1466,136
RL40A_YEAST_Mavor_2016,RL40A,409,0.6641576290130615,0.28146517276763916,0.05437725409865379,40224.20703125,17046.7265625,3293.317626953125,0.7798329642389508,0.08761486272126107,0.1325521728969049,0.6500189218460524,0.1498359622011301,0.20014511585375752,613,1127,163
RL40A_YEAST_Roscoe_2013,RL40A,398,0.6655293703079224,0.2808699905872345,0.05360064655542374,39277.96875,16576.28125,3163.38330078125,0.7818092853001635,0.08747049869740876,0.13072021585573154,0.6502377856779172,0.15095364415875573,0.19880857006151526,615,1118,162
RL40A_YEAST_Roscoe_2014,RL40A,438,0.6619042754173279,0.28403642773628235,0.05405929684638977,42757.0859375,18347.923828125,3492.07275390625,0.7792291307336916,0.08864754271803967,0.13212332641395383,0.6509881050831137,0.14890783788094442,0.2001040569413931,621,1165,165
RNC_ECOLI_Weeks_2023,RNC,1333,0.5629329681396484,0.40996432304382324,0.027102721855044365,105194.5625,76609.5078125,5064.65087890625,0.7733822379596783,0.14931597205909572,0.0773017899270424,0.7588409488773006,0.15993226418790524,0.08122678688379342,707,2443,318
RPC1_BP434_Tsuboyama_2023_1R69,RPC1,371,0.6384037137031555,0.33521589636802673,0.0263803843408823,34224.24609375,17970.62109375,1414.2286376953125,0.8163320443540948,0.11363673151451564,0.07003122395559702,0.6973319297186126,0.18043786109909174,0.12223020905005944,649,1317,153
RPC1_LAMBD_Li_2019_high-expression,RPC1,343,0.5459046959877014,0.40614429116249084,0.04795101657509804,27113.33203125,20171.880859375,2381.57275390625,0.7248519748650558,0.14296690659793254,0.13218111833998095,0.657146552573968,0.1706127452429207,0.1722407020478686,558,1599,187
RPC1_LAMBD_Li_2019_low-expression,RPC1,343,0.5459046959877014,0.40614429116249084,0.04795101657509804,27113.33203125,20171.880859375,2381.57275390625,0.7248519748650558,0.14296690659793254,0.13218111833998095,0.657146552573968,0.1706127452429207,0.1722407020478686,558,1599,187
RS15_GEOSE_Tsuboyama_2023_1A32,RS15,376,0.5446903109550476,0.43995001912117004,0.015359655022621155,26517.15234375,21418.08203125,747.75390625,0.785748471998476,0.168251882077739,0.04599964570539936,0.7301193500905606,0.19719893900467994,0.0726817107599315,526,1573,149
S22A1_HUMAN_Yee_2023_abundance,S22A1,3129,0.6449264883995056,0.32197511196136475,0.03309836611151695,287407.625,143486.28125,14750.087890625,0.8071683729701888,0.10683140076263001,0.08600022624648297,0.8036882883091208,0.10957684167541136,0.08673486999488683,736,2695,350
S22A1_HUMAN_Yee_2023_activity,S22A1,3209,0.6450937986373901,0.32187774777412415,0.03302843123674393,294293.21875,146841.34375,15067.6435546875,0.807381498090916,0.10679958865095406,0.08581891323791069,0.803935801302034,0.10950838922560896,0.08655580945225129,736,2696,350
SAV1_MOUSE_Tsuboyama_2023_2YSB,SAV1,234,0.6530894041061401,0.3309268057346344,0.015983814373612404,21411.8515625,10849.595703125,524.037109375,0.8437803718961893,0.11334736841263285,0.042872259400746966,0.716031962556904,0.18750410092473707,0.09646393631771329,600,1161,109
SBI_STAAM_Tsuboyama_2023_2JVG,SBI,352,0.6307528614997864,0.35685503482818604,0.012392137199640274,30441.658203125,17222.6875,598.0745239257812,0.8397892170642671,0.1259579552969531,0.0342528274354647,0.7060404086099412,0.22482691884307476,0.06913267240364981,618,1098,124
SC6A4_HUMAN_Young_2021,SC6A4,3592,0.5392581224441528,0.4370495676994324,0.023692326620221138,264284.9375,214193.5625,11611.369140625,0.7656544722815108,0.164508945218623,0.0698365824785147,0.7636257197949716,0.16590015384416726,0.07047412633973958,731,2727,348
SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN,401,0.6589195132255554,0.3326011300086975,0.008479367941617966,37901.15625,19131.26953125,487.734619140625,0.8616724697876574,0.11530715070403431,0.023020379340753287,0.7893716477524573,0.16644415229801268,0.0441841998199855,622,1489,143
SCN5A_HUMAN_Glazer_2019,SCN5A,67,0.009499955922365189,0.915136456489563,0.07536358386278152,49.39700698852539,4758.443359375,391.86871337890625,0.023251782999726345,0.5938041410249909,0.3829440725061325,0.14391890029023702,0.4809461009336562,0.3751349981059984,23,663,70
SDA_BACSU_Tsuboyama_2023_1PV0,SDA,258,0.5420809388160706,0.45088934898376465,0.0070296707563102245,17541.140625,14590.28125,227.47238159179688,0.801646720152017,0.17677121436129312,0.02158206514987395,0.6534038826442655,0.2907782569889023,0.055817860170525764,527,985,80
SERC_HUMAN_Xie_2023,SERC,1913,0.574020266532898,0.4065704345703125,0.01940927468240261,145557.828125,103096.546875,4921.728515625,0.7949317631799042,0.14926606873320014,0.055802168046646006,0.7867047999823458,0.15606328255942323,0.0572319174198572,710,2535,330
SHOC2_HUMAN_Kwon_2022,SHOC2,3243,0.6371135115623474,0.3424229025840759,0.020463602617383003,311260.75,167290.140625,9997.458984375,0.8270161703868929,0.11783727201958182,0.05514655757394326,0.822359999387066,0.12185270042785688,0.05578730016565823,735,2666,348
SOX30_HUMAN_Tsuboyama_2023_7JJK,SOX30,341,0.5732125639915466,0.41370469331741333,0.013082730583846569,30289.05859375,21860.5234375,691.3031005859375,0.8072854151565778,0.15446304058554064,0.038251544061451065,0.6986336220054449,0.2285574051186788,0.07280897273263934,621,1370,136
SPA_STAAU_Tsuboyama_2023_1LP1,SPA,326,0.6270115375518799,0.3667427599430084,0.006245749071240425,31818.275390625,18610.697265625,316.9462585449219,0.8505259566945018,0.131885263789975,0.017588779318517676,0.7250688788348661,0.23286185148042435,0.04206926955595855,565,1029,97
SPG1_STRSG_Olson_2014,SPG1,328,0.5987502932548523,0.3005775809288025,0.1006721705198288,30093.34375,15107.1064453125,5059.80908203125,0.6746962015956915,0.08979285914085734,0.235510939098215,0.47410202341784535,0.13312455271407567,0.3927734237826902,542,969,110
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2,323,0.6395490169525146,0.34896570444107056,0.011485269293189049,30472.728515625,16627.244140625,547.2410888671875,0.8460687711421512,0.122387563351533,0.03154366530168938,0.7373812867452587,0.19903523258389563,0.06358348052444736,605,1223,126
SPIKE_SARS2_Starr_2020_binding,SPIKE,1190,0.661032497882843,0.3239504396915436,0.015017084777355194,113580.5546875,55662.12109375,2580.27978515625,0.8495571931076972,0.11037509231161481,0.040067714525562084,0.799417933112083,0.14585513371710473,0.05472693312351463,672,1805,223
SPIKE_SARS2_Starr_2020_expression,SPIKE,1190,0.6610324382781982,0.3239504396915436,0.015017082914710045,113580.5546875,55662.125,2580.27978515625,0.84955718652712,0.11037509920255203,0.040067714215201944,0.799417924929397,0.1458551424599649,0.054726932563340415,672,1805,223
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1,324,0.5737308859825134,0.41125285625457764,0.015016239136457443,27201.955078125,19498.482421875,711.9558715820312,0.8036213839833708,0.15271259911430138,0.04366601668459757,0.6904028506549585,0.23204720030811596,0.07754994888007306,618,1318,144
SQSTM_MOUSE_Tsuboyama_2023_2RRU,SQSTM,246,0.699062168598175,0.29319626092910767,0.00774151599034667,24808.83203125,10405.1640625,274.7366027832031,0.881693921302613,0.09803545123962167,0.020270627195838928,0.7203219604932608,0.21924991258786128,0.06042812675831483,553,762,73
SR43C_ARATH_Tsuboyama_2023_2N88,SR43C,309,0.6122879981994629,0.3785502314567566,0.009161838330328465,27389.0234375,16933.40625,409.8297119140625,0.8368418163284965,0.13716201147074755,0.025996171975573683,0.6612878284982626,0.2877402580797193,0.05097191327401384,613,871,119
SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1,381,0.6013675332069397,0.37885066866874695,0.019781844690442085,35044.8828125,22077.642578125,1152.793212890625,0.8095169533997886,0.13520001084672453,0.05528303558324409,0.7061563811629039,0.2092906091412706,0.0845530095674696,637,1354,175
SRC_HUMAN_Ahler_2019,SRC,1083,0.5756347179412842,0.3523491621017456,0.07201609760522842,89559.984375,54820.15625,11204.6064453125,0.7032330136325103,0.1141164367708749,0.18265054953874474,0.6777507662221677,0.1346881609574692,0.18756107276746578,699,2153,316
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC,1155,0.5764762759208679,0.35234299302101135,0.07118074595928192,95408.546875,58313.81640625,11780.6259765625,0.7050314031185647,0.11423924844238798,0.18072934838458585,0.679250077179399,0.13395880468156535,0.18679111808877272,706,2188,317
SRC_HUMAN_Nguyen_2022,SRC,1081,0.5756165981292725,0.35226500034332275,0.0721183493733406,89368.5546875,54691.63671875,11196.8837890625,0.7030632823180666,0.11406523389353042,0.18287148373042303,0.6771392093502159,0.13460123878473265,0.1882595518120887,699,2152,315
SUMO1_HUMAN_Weile_2017,SUMO1,564,0.5613206624984741,0.4105173647403717,0.02816200815141201,46501.0078125,34008.140625,2333.001220703125,0.7703908948729836,0.1493668958629571,0.08024220914195918,0.6992635677870618,0.18593689090852022,0.11479954121043313,625,1719,191
SYUA_HUMAN_Newberry_2020,SYUA,763,0.5489002466201782,0.41999226808547974,0.031107498332858086,56310.90625,43086.41796875,3191.274658203125,0.7572871651252278,0.15361412856166823,0.08909870621399009,0.7255031029793079,0.17026139250037606,0.10423550443669968,649,2116,256
TADBP_HUMAN_Bolognesi_2019,TADBP,502,0.5248434543609619,0.4354436993598938,0.03971286118030548,39230.2109375,32547.892578125,2968.3974609375,0.7261965873752044,0.15972729110531217,0.11407612138305616,0.6827595484256254,0.1869119226409466,0.13032852883683627,555,1682,220
TAT_HV1BR_Fernandes_2016,TAT,481,0.5622117519378662,0.43166276812553406,0.0061255041509866714,47707.55078125,36629.56640625,519.7913208007812,0.8155491714652235,0.16600359732839068,0.018447231080397464,0.6859556687434447,0.273578408706592,0.04046592246354942,601,1157,111
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1,191,0.6014189720153809,0.38405436277389526,0.01452664751559496,15999.2646484375,10216.81640625,386.4455261230469,0.8200501046413113,0.13882850513787998,0.04112138984305556,0.644833669065128,0.2678798447679241,0.08728648595011279,538,827,96
THO1_YEAST_Tsuboyama_2023_2WQG,THO1,215,0.6391931176185608,0.3434813916683197,0.017325542867183685,18620.876953125,10006.248046875,504.7251281738281,0.8342144752492479,0.11884243662914763,0.046943087791428875,0.6763386407962197,0.21406128683413095,0.10960007216770153,556,944,93
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2,375,0.6491013169288635,0.3385043144226074,0.012394443154335022,34603.79296875,18045.771484375,660.7516479492188,0.8489722583932612,0.11737292826011284,0.03365481316580977,0.7537396285536466,0.18608238135415747,0.06017798995649411,623,1316,149
TPK1_HUMAN_Weile_2017,TPK1,959,0.6026356816291809,0.38087978959083557,0.016484443098306656,80981.71875,51182.3359375,2215.166748046875,0.8167648175563373,0.13685252887080082,0.04638265349852945,0.7999658254497543,0.14473955299473953,0.05529462149060549,657,2295,260
TPMT_HUMAN_Matreyek_2018,TPMT,1126,0.5890322327613831,0.3916928172111511,0.019274992868304253,92238.78125,61336.66015625,3018.343994140625,0.80371266567082,0.14168702217704612,0.054600312087916124,0.7884301279771583,0.1513986258118777,0.060171246150959104,702,2431,301
